lado,origen,tipo_cargo,codigo,descripcion,cuenta_contable,cuenta_presupuestaria_sugerida,glosa_sugerida,observacion
DEBE,GASTO_FINANCIAMIENTO,PLANTA,32024,(*) APORTE S.I.S.,215-21-01-002-002,215-21-01-002-002-000,(*) APORTE S.I.S.,
DEBE,GASTO_FINANCIAMIENTO,PLANTA,32030,APORTE CAPITALIZACIÓN INDIVIDUAL,215-21-01-002-002,,APORTE CAPITALIZACIÓN INDIVIDUAL,
DEBE,GASTO_FINANCIAMIENTO,PLANTA,32031,APORTE CAPITALIZACIÓN INDIVIDUAL,215-21-01-002-002,215-21-01-002-002-000,APORTE CAPITALIZACIÓN INDIVIDUAL,
DEBE,GASTO_FINANCIAMIENTO,PLANTA,32032,COTIZACIÓN EXPECTATIVAS DE VIDA,215-21-01-002-002,215-21-01-002-002-000,COTIZACIÓN EXPECTATIVAS DE VIDA,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10002,ASIGNACION FAMILIAR,114-06-00-000-000-000,,ASIGNACION FAMILIAR,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10003,ASIGNACION DE RESPONSABILIDAD,215-21-03-005-001-000,,ASIGNACION DE RESPONSABILIDAD,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10006,BRP TITULO,215-21-03-005-001-000,,BRP TITULO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10007,ASIGNACION DE RESPONSABILIDAD,215-21-03-005-001-000,,ASIGNACION DE RESPONSABILIDAD,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10014,ASIGNACION DE TRAMO,215-21-03-005-001-000,,ASIGNACION DE TRAMO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10015,ASIG DE RESPONSABILIDAD ALTA CONC ALUM PRIORITARIO,215-21-03-005-001-000,,ASIG DE RESPONSABILIDAD ALTA CONC ALUM PRIORITARIO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10019,RBMN,,,RBMN,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10020,EXPERIENCIA,215-21-03-005-001-000,,EXPERIENCIA,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10021,ASIG TRAMO,,,ASIG TRAMO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10022,ASIG PRIORITARIOS,215-21-03-005-001-000,,ASIG PRIORITARIOS,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10026,BONO ESPECIAL,215-21-03-005-001-000,,BONO ESPECIAL,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10037,DIFERENCIA DE SUELDO,215-21-03-005-001-000,,DIFERENCIA DE SUELDO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10038,BONO DE VACACIONES,215-21-03-005-001-000,,BONO DE VACACIONES,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10043,RETROACTIVO RBMN,,,RETROACTIVO RBMN,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10044,RETROACTIVO BRP TITULO,,,RETROACTIVO BRP TITULO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10045,RETROACTIVO BRP MENCION,,,RETROACTIVO BRP MENCION,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10046,RETROACTIVO ASIG ALUM PRIORITARIOS,,,RETROACTIVO ASIG ALUM PRIORITARIOS,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10047,RETROACTIVO BRP TITULO,215-21-03-005-001-000,,RETROACTIVO BRP TITULO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10048,RETROACTIVO BRP MENCION,215-21-03-005-001-000,,RETROACTIVO BRP MENCION,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10049,RETROACTIVO ASIGNACION DE TRAMO,215-21-03-005-001-000,,RETROACTIVO ASIGNACION DE TRAMO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10050,RETROACTIVO ASIG ALUM PRIORITARIOS,215-21-03-005-001-000,,RETROACTIVO ASIG ALUM PRIORITARIOS,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10051,DIFERENCIA ASIG. TRAMO,215-21-03-005-001-000,,DIFERENCIA ASIG. TRAMO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10052,DIFERENCIA ASIG. PRIORITARIO,215-21-03-005-001-000,,DIFERENCIA ASIG. PRIORITARIO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10057,BONO ESPECIAL,215-21-03-005-001-000,,BONO ESPECIAL,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10058,DIFERENCIA BONO DE VACACIONES,215-21-03-005-001-000,,DIFERENCIA BONO DE VACACIONES,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10059,DIFERENCIA AGUINALDO DE NAVIDAD,215-21-03-005-001-000,,DIFERENCIA AGUINALDO DE NAVIDAD,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10060,RETROACTIVO REAJUSTE RBMN (ENERO),215-21-03-005-001-000,,RETROACTIVO REAJUSTE RBMN (ENERO),
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10061,RETROACTIVO REAJUSTE ASIG DE EXPERIENCIA (ENERO),215-21-03-005-001-000,,RETROACTIVO REAJUSTE ASIG DE EXPERIENCIA (ENERO),
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10065,DIFERENCIA SUELDO BASE,215-21-03-005-001-000,,DIFERENCIA SUELDO BASE,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10067,RETROACTIVO REAJUSTE RBMN (DICIEMBRE),215-21-03-005-001-000,,RETROACTIVO REAJUSTE RBMN (DICIEMBRE),
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10068,RETROACTIVO REAJUSTE ASIG EXPERIENCIA (DICIEMBRE),215-21-03-005-001-000,,RETROACTIVO REAJUSTE ASIG EXPERIENCIA (DICIEMBRE),
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10074,ASIGNACION COMPLEMENTO DE ZONA,215-21-03-005-001-000,,ASIGNACION COMPLEMENTO DE ZONA,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10075,RETROACTIVO ASIG COMP ZONA (ENERO),215-21-03-005-001-000,,RETROACTIVO ASIG COMP ZONA (ENERO),
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10079,DIFERENCIA DE SUELDO,215-21-03-005-001-000,,DIFERENCIA DE SUELDO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10080,DIFERENCIA BIENIOS,215-21-03-005-001-000,,DIFERENCIA BIENIOS,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10081,RETROACTIVO ASIGNACION DE EXPERIENCIA,215-21-03-005-001-000,,RETROACTIVO ASIGNACION DE EXPERIENCIA,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10085,RETROACTIVO ASIG ASIG ALUM PRIORITARIOS,215-21-03-005-001-000,,RETROACTIVO ASIG ASIG ALUM PRIORITARIOS,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10087,SNED DOCENTES,215-21-03-005-001-000,,SNED DOCENTES,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,10089,RETROACTIVO RBMN,215-21-03-005-001-000,,RETROACTIVO RBMN,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,110,R.B.M.N.,215-21-03-005-001-000,215-21-03-005-001-000,R.B.M.N.,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,112,ASIG.DE EXPERIENCIA,215-21-03-005-001-000,215-21-03-005-001-000,ASIG.DE EXPERIENCIA,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,121,BRP TITULO,215-21-03-005-001-000,215-21-03-005-001-000,BRP TITULO,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,122,BRP MENCION,215-21-03-005-001-000,215-21-03-005-001-000,BRP MENCION,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,145,BONO ESCOLAR,215-21-03-005-001-000,,BONO ESCOLAR,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,146,BONO ESCOLAR ADICIONAL,215-21-03-005-001-000,,BONO ESCOLAR ADICIONAL,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,160,ASIG. TRAMO DESARROLLO PROFESIONAL,215-21-03-005-001-000,215-21-03-005-001-000,ASIG. TRAMO DESARROLLO PROFESIONAL,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,161,ALTA CONCENTRACION ALUMNOS PRIORITARIOS,215-21-03-005-001-000,215-21-03-005-001-000,ALTA CONCENTRACION ALUMNOS PRIORITARIOS,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,32021,(*) APORTE MUTUAL,215-21-03-005-001-000,215-21-03-005-001-000,(*) APORTE MUTUAL,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,32024,(*) APORTE S.I.S.,215-21-03-005-001-000,215-21-03-005-001-000,(*) APORTE S.I.S.,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,32030,APORTE CAPITALIZACIÓN INDIVIDUAL,215-21-03-005-001-000,,APORTE CAPITALIZACIÓN INDIVIDUAL,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,32031,APORTE CAPITALIZACIÓN INDIVIDUAL,215-21-03-005-001-000,215-21-03-005-001-000,APORTE CAPITALIZACIÓN INDIVIDUAL,
DEBE,GASTO_FINANCIAMIENTO,SUPLENCIA,32032,COTIZACIÓN EXPECTATIVAS DE VIDA,215-21-03-005-001-000,215-21-03-005-001-000,COTIZACIÓN EXPECTATIVAS DE VIDA,
HABER,APORTE_PATRONAL,,32021,(*) APORTE MUTUAL,215-21-00-000-000-000,,(*) APORTE MUTUAL,
HABER,APORTE_PATRONAL,,32022,(*) APORTE CESANTIA,215-21-00-000-000-000,,(*) APORTE CESANTIA,
HABER,APORTE_PATRONAL,,32024,(*) APORTE S.I.S.,215-21-00-000-000-000,,(*) APORTE S.I.S.,
HABER,APORTE_PATRONAL,,32029,APORTE CAPITALIZACIÓN INDIVIDUAL,215-21-00-000-000-000,,APORTE CAPITALIZACIÓN INDIVIDUAL,
HABER,APORTE_PATRONAL,,32030,COTIZACIÓN EXPECTATIVAS DE VIDA,215-21-00-000-000-000,,COTIZACIÓN EXPECTATIVAS DE VIDA,
HABER,APORTE_PATRONAL,,32031,APORTE CAPITALIZACIÓN INDIVIDUAL,215-21-00-000-000-000,,APORTE CAPITALIZACIÓN INDIVIDUAL,
HABER,APORTE_PATRONAL,,32032,COTIZACIÓN EXPECTATIVAS DE VIDA,215-21-00-000-000-000,,COTIZACIÓN EXPECTATIVAS DE VIDA,
HABER,DESCUENTO,,100,FONDO DE PENSIÓN,215-21-00-000-000-000,,FONDO DE PENSIÓN,
HABER,DESCUENTO,,10000,CAJA LOS ANDES,215-21-00-000-000-000,,CAJA LOS ANDES,
HABER,DESCUENTO,,10001,COOPEUCH,215-21-00-000-000-000,,COOPEUCH,
HABER,DESCUENTO,,10002,ANDESCOOP LTDA.,215-21-00-000-000-000,,ANDESCOOP LTDA.,
HABER,DESCUENTO,,10003,C.C.A.F. LOS ANDES,215-21-00-000-000-000,,C.C.A.F. LOS ANDES,
HABER,DESCUENTO,,10004,COLEGIO DE PROFESORES,215-21-00-000-000-000,,COLEGIO DE PROFESORES,
HABER,DESCUENTO,,10005,FALP,215-21-00-000-000-000,,FALP,
HABER,DESCUENTO,,10006,COOPEUCH,215-21-00-000-000-000,,COOPEUCH,
HABER,DESCUENTO,,10008,FULL AHORRO,215-21-00-000-000-000,,FULL AHORRO,
HABER,DESCUENTO,,10009,ASOCIACION DE JARDINES,215-21-00-000-000-000,,ASOCIACION DE JARDINES,
HABER,DESCUENTO,,10010,CHILENA CONSOLIDADA,215-21-00-000-000-000,,CHILENA CONSOLIDADA,
HABER,DESCUENTO,,10011,MUTUAL DE SEGUROS,215-21-00-000-000-000,,MUTUAL DE SEGUROS,
HABER,DESCUENTO,,10013,RETENCION JUDICIAL,215-21-00-000-000-000,,RETENCION JUDICIAL,
HABER,DESCUENTO,,10014,SECURITY PREVISION,215-21-00-000-000-000,,SECURITY PREVISION,
HABER,DESCUENTO,,10015,HOGAR DE CRISTO,215-21-00-000-000-000,,HOGAR DE CRISTO,
HABER,DESCUENTO,,10018,AFAEC. ASOC. DE FUNC. NRO. 2 ASIST.,215-21-00-000-000-000,,AFAEC. ASOC. DE FUNC. NRO. 2 ASIST.,
HABER,DESCUENTO,,10019,ASOC.GREMIAL NO DOCENTE,215-21-00-000-000-000,,ASOC.GREMIAL NO DOCENTE,
HABER,DESCUENTO,,10020,ASOCIACION AFEPIEC,215-21-00-000-000-000,,ASOCIACION AFEPIEC,
HABER,DESCUENTO,,10021,REINTEGRO PRIORITARIO ENERO 2026,215-21-00-000-000-000,,REINTEGRO PRIORITARIO ENERO 2026,
HABER,DESCUENTO,,10023,REINTEGRO ART 43 LEY 21109,215-21-00-000-000-000,,REINTEGRO ART 43 LEY 21109,
HABER,DESCUENTO,,10024,REINTEGRO ART 33 LEY 21724,215-21-00-000-000-000,,REINTEGRO ART 33 LEY 21724,
HABER,DESCUENTO,,10025,CONFEMUCH,215-21-00-000-000-000,,CONFEMUCH,
HABER,DESCUENTO,,10026,CONFEMUCH ENERO,215-21-00-000-000-000,,CONFEMUCH ENERO,
HABER,DESCUENTO,,10027,REINTEGRO ASIG. EXPERIENCIA,215-21-00-000-000-000,,REINTEGRO ASIG. EXPERIENCIA,
HABER,DESCUENTO,,10028,DIFERENCIA DE SUELDO DE ENERO,215-21-00-000-000-000,,DIFERENCIA DE SUELDO DE ENERO,
HABER,DESCUENTO,,10029,REINTEGRO ASIG EXPERIENCIA 21109,215-21-00-000-000-000,,REINTEGRO ASIG EXPERIENCIA 21109,
HABER,DESCUENTO,,10030,DIAS AUSENTISMO MES ANTERIOR,215-21-00-000-000-000,,DIAS AUSENTISMO MES ANTERIOR,
HABER,DESCUENTO,,10031,CREDITO CAJA LOS ANDES,215-21-00-000-000-000,,CREDITO CAJA LOS ANDES,
HABER,DESCUENTO,,10032,SEGUROS CAJA LOS ANDES,215-21-00-000-000-000,,SEGUROS CAJA LOS ANDES,
HABER,DESCUENTO,,10033,REINTEGRO REMUNERACION,215-21-00-000-000-000,,REINTEGRO REMUNERACION,
HABER,DESCUENTO,,10034,ASOCIACION NO DOCENTES LA LIGUA,215-21-00-000-000-000,,ASOCIACION NO DOCENTES LA LIGUA,
HABER,DESCUENTO,,1004,IMPUESTO UNICO,215-21-00-000-000-000,,IMPUESTO UNICO,
HABER,DESCUENTO,,1007,CUENTA AHORRO AFP 1,215-21-00-000-000-000,,CUENTA AHORRO AFP 1,
HABER,DESCUENTO,,101,FONDO SALUD,215-21-00-000-000-000,,FONDO SALUD,
HABER,DESCUENTO,,1020,RETENCION JUDICIAL 1,215-21-00-000-000-000,,RETENCION JUDICIAL 1,
HABER,DESCUENTO,,1028,MONTO DIAS INASISTENCIAS,215-21-00-000-000-000,,MONTO DIAS INASISTENCIAS,
HABER,DESCUENTO,,105,SEGURO CESANTIA,215-21-00-000-000-000,,SEGURO CESANTIA,
HABER,DESCUENTO,,30000,IMPUESTO UNICO RETROACTIVO,215-21-00-000-000-000,,IMPUESTO UNICO RETROACTIVO,
HABER,DESCUENTO,,500,AHORRO PREV.VOLUNTARIO 1,215-21-00-000-000-000,,AHORRO PREV.VOLUNTARIO 1,
HABER,LIQUIDO,,30003,LIQUIDO A PAGO,215-21-00-000-000-000,,LIQUIDO A PAGO,
